id,label,x_min,y_min,x_max,y_max,b_center_x,b_center_y,b_width,b_height,image_w,image_h,split
13000008,4,234,153,267,180,1.04375,0.69375,0.1375,0.1125,240,240,train
13000008,6,149,180,185,206,0.6958333333333333,0.8041666666666667,0.15,0.10833333333333334,240,240,train
13000008,5,68,202,117,238,0.3854166666666667,0.9166666666666666,0.20416666666666666,0.15,240,240,train
13000008,2,395,129,423,161,1.7041666666666666,0.6041666666666666,0.11666666666666667,0.13333333333333333,240,240,train
13000008,5,57,399,100,443,0.32708333333333334,1.7541666666666667,0.17916666666666667,0.18333333333333332,240,240,train
20085262,1,147,265,186,301,0.69375,1.1791666666666667,0.1625,0.15,240,240,train
20085262,2,262,389,288,436,1.1458333333333333,1.71875,0.10833333333333334,0.19583333333333333,240,240,train
20085262,4,227,271,263,301,1.0208333333333333,1.1916666666666667,0.15,0.125,240,240,train
20085262,4,99,491,128,519,0.47291666666666665,2.1041666666666665,0.12083333333333333,0.11666666666666667,240,240,train
20085262,5,151,343,181,372,0.6916666666666667,1.4895833333333333,0.125,0.12083333333333333,240,240,train
20085262,6,202,458,231,493,0.9020833333333333,1.98125,0.12083333333333333,0.14583333333333334,240,240,train
44000098,1,328,35,375,99,1.4645833333333333,0.2791666666666667,0.19583333333333333,0.26666666666666666,240,240,train
44000098,2,437,35,478,114,1.90625,0.3104166666666667,0.17083333333333334,0.32916666666666666,240,240,train
44000098,1,594,23,636,75,2.5625,0.20416666666666666,0.175,0.21666666666666667,240,240,train
44000098,4,69,20,113,62,0.37916666666666665,0.17083333333333334,0.18333333333333332,0.175,240,240,train
44000098,5,523,211,555,246,2.245833333333333,0.9520833333333333,0.13333333333333333,0.14583333333333334,240,240,train
44000098,6,562,215,594,244,2.408333333333333,0.95625,0.13333333333333333,0.12083333333333333,240,240,train
00041145,1,121,145,173,195,0.6125,0.7083333333333334,0.21666666666666667,0.20833333333333334,240,240,train
00041145,3,161,106,195,136,0.7416666666666667,0.5041666666666667,0.14166666666666666,0.125,240,240,train
00041145,5,415,164,481,225,1.8666666666666667,0.8104166666666667,0.275,0.25416666666666665,240,240,train
00041145,6,68,292,121,355,0.39375,1.3479166666666667,0.22083333333333333,0.2625,240,240,train
00041145,4,120,212,151,243,0.5645833333333333,0.9479166666666666,0.12916666666666668,0.12916666666666668,240,240,train
00041145,1,182,441,244,478,0.8875,1.9145833333333333,0.25833333333333336,0.15416666666666667,240,240,train
00041145,4,219,261,250,291,0.9770833333333333,1.15,0.12916666666666668,0.125,240,240,train
00041145,3,203,199,236,235,0.9145833333333333,0.9041666666666667,0.1375,0.15,240,240,train
77000080,2,292,34,337,58,1.3104166666666666,0.19166666666666668,0.1875,0.1,240,240,train
77000080,5,258,332,329,422,1.2229166666666667,1.5708333333333333,0.29583333333333334,0.375,240,240,train
00041064,1,172,265,207,296,0.7895833333333333,1.16875,0.14583333333333334,0.12916666666666668,240,240,train
00041064,1,282,142,324,174,1.2625,0.6583333333333333,0.175,0.13333333333333333,240,240,train
00041064,2,124,330,160,356,0.5916666666666667,1.4291666666666667,0.15,0.10833333333333334,240,240,train
00041064,3,132,160,165,197,0.61875,0.74375,0.1375,0.15416666666666667,240,240,train
00041064,4,62,165,99,196,0.33541666666666664,0.7520833333333333,0.15416666666666667,0.12916666666666668,240,240,train
00041064,5,20,240,54,275,0.15416666666666667,1.0729166666666667,0.14166666666666666,0.14583333333333334,240,240,train
00041064,6,72,217,107,254,0.3729166666666667,0.98125,0.14583333333333334,0.15416666666666667,240,240,train
00041064,4,255,419,287,445,1.1291666666666667,1.8,0.13333333333333333,0.10833333333333334,240,240,train
00041064,2,250,263,288,293,1.1208333333333333,1.1583333333333334,0.15833333333333333,0.125,240,240,train
13000118,1,403,306,472,351,1.8229166666666667,1.36875,0.2875,0.1875,240,240,train
13000118,2,79,491,113,535,0.4,2.1375,0.14166666666666666,0.18333333333333332,240,240,train
13000118,3,365,474,408,505,1.6104166666666666,2.0395833333333333,0.17916666666666667,0.12916666666666668,240,240,train
13000118,4,459,229,498,257,1.99375,1.0125,0.1625,0.11666666666666667,240,240,train
13000118,5,177,149,216,190,0.81875,0.70625,0.1625,0.17083333333333334,240,240,train
13000118,6,223,303,260,341,1.00625,1.3416666666666666,0.15416666666666667,0.15833333333333333,240,240,train
00041007,1,513,376,549,402,2.2125,1.6208333333333333,0.15,0.10833333333333334,240,240,train
00041007,2,397,260,430,312,1.7229166666666667,1.1916666666666667,0.1375,0.21666666666666667,240,240,train
00041007,3,200,260,233,286,0.9020833333333333,1.1375,0.1375,0.10833333333333334,240,240,train
00041007,3,143,392,174,421,0.6604166666666667,1.69375,0.12916666666666668,0.12083333333333333,240,240,train
00041007,4,193,419,228,446,0.8770833333333333,1.8020833333333333,0.14583333333333334,0.1125,240,240,train
00041007,5,271,330,302,358,1.19375,1.4333333333333333,0.12916666666666668,0.11666666666666667,240,240,train
00041007,5,44,366,85,409,0.26875,1.6145833333333333,0.17083333333333334,0.17916666666666667,240,240,train
00041007,1,530,498,571,557,2.29375,2.1979166666666665,0.17083333333333334,0.24583333333333332,240,240,train
77000046,1,111,261,157,287,0.5583333333333333,1.1416666666666666,0.19166666666666668,0.10833333333333334,240,240,train
77000046,3,71,103,100,133,0.35625,0.49166666666666664,0.12083333333333333,0.125,240,240,train
77000046,5,213,110,246,143,0.95625,0.5270833333333333,0.1375,0.1375,240,240,train
77000046,6,298,251,330,287,1.3083333333333333,1.1208333333333333,0.13333333333333333,0.15,240,240,train
77000046,4,115,117,155,148,0.5625,0.5520833333333334,0.16666666666666666,0.12916666666666668,240,240,train
77000046,1,62,304,120,339,0.37916666666666665,1.3395833333333333,0.24166666666666667,0.14583333333333334,240,240,train
44000074,1,253,201,284,247,1.11875,0.9333333333333333,0.12916666666666668,0.19166666666666668,240,240,train
44000074,1,127,445,164,497,0.60625,1.9625,0.15416666666666667,0.21666666666666667,240,240,train
44000074,2,142,172,182,223,0.675,0.8229166666666666,0.16666666666666666,0.2125,240,240,train
44000074,3,156,48,194,90,0.7291666666666666,0.2875,0.15833333333333333,0.175,240,240,train
44000074,3,491,79,523,116,2.1125,0.40625,0.13333333333333333,0.15416666666666667,240,240,train
44000074,5,500,243,534,276,2.154166666666667,1.08125,0.14166666666666666,0.1375,240,240,train
44000074,6,368,301,401,331,1.6020833333333333,1.3166666666666667,0.1375,0.125,240,240,train
20085071,1,202,292,237,322,0.9145833333333333,1.2791666666666666,0.14583333333333334,0.125,240,240,train
20085071,2,304,320,338,366,1.3375,1.4291666666666667,0.14166666666666666,0.19166666666666668,240,240,train
20085071,3,436,285,477,314,1.9020833333333333,1.2479166666666666,0.17083333333333334,0.12083333333333333,240,240,train
20085071,5,337,156,378,188,1.4895833333333333,0.7166666666666667,0.17083333333333334,0.13333333333333333,240,240,train
20085071,6,228,215,261,244,1.01875,0.95625,0.1375,0.12083333333333333,240,240,train
20085071,3,59,292,90,317,0.3104166666666667,1.26875,0.12916666666666668,0.10416666666666667,240,240,train
20085071,2,40,408,97,451,0.28541666666666665,1.7895833333333333,0.2375,0.17916666666666667,240,240,train
20085071,4,367,315,423,354,1.6458333333333333,1.39375,0.23333333333333334,0.1625,240,240,train
20085071,4,72,361,114,395,0.3875,1.575,0.175,0.14166666666666666,240,240,train
77000078,1,58,464,142,494,0.4166666666666667,1.9958333333333333,0.35,0.125,240,240,train
77000078,3,231,340,266,369,1.0354166666666667,1.4770833333333333,0.14583333333333334,0.12083333333333333,240,240,train
77000078,5,184,101,220,138,0.8416666666666667,0.4979166666666667,0.15,0.15416666666666667,240,240,train
77000078,6,435,487,505,521,1.9583333333333333,2.1,0.2916666666666667,0.14166666666666666,240,240,train
00041091,1,59,339,89,373,0.30833333333333335,1.4833333333333334,0.125,0.14166666666666666,240,240,train
00041091,2,142,326,167,366,0.64375,1.4416666666666667,0.10416666666666667,0.16666666666666666,240,240,train
00041091,3,202,359,236,398,0.9125,1.5770833333333334,0.14166666666666666,0.1625,240,240,train
00041091,4,80,477,117,507,0.41041666666666665,2.05,0.15416666666666667,0.125,240,240,train
00041091,6,285,277,313,319,1.2458333333333333,1.2416666666666667,0.11666666666666667,0.175,240,240,train
00041091,5,386,340,429,380,1.6979166666666667,1.5,0.17916666666666667,0.16666666666666666,240,240,train
00041091,4,298,329,340,358,1.3291666666666666,1.43125,0.175,0.12083333333333333,240,240,train
00041091,3,402,35,433,67,1.7395833333333333,0.2125,0.12916666666666668,0.13333333333333333,240,240,train
00041091,3,519,284,553,321,2.2333333333333334,1.2604166666666667,0.14166666666666666,0.15416666666666667,240,240,train
13000022,1,397,230,431,260,1.725,1.0208333333333333,0.14166666666666666,0.125,240,240,train
13000022,1,450,290,498,320,1.975,1.2708333333333333,0.2,0.125,240,240,train
13000022,2,68,72,105,104,0.36041666666666666,0.36666666666666664,0.15416666666666667,0.13333333333333333,240,240,train
13000022,2,457,61,483,115,1.9583333333333333,0.36666666666666664,0.10833333333333334,0.225,240,240,train
13000022,3,202,70,235,97,0.9104166666666667,0.34791666666666665,0.1375,0.1125,240,240,train
13000022,3,529,499,564,539,2.277083333333333,2.1625,0.14583333333333334,0.16666666666666666,240,240,train
13000022,4,164,74,192,98,0.7416666666666667,0.35833333333333334,0.11666666666666667,0.1,240,240,train
13000022,4,169,244,202,270,0.7729166666666667,1.0708333333333333,0.1375,0.10833333333333334,240,240,train
13000022,5,89,322,124,350,0.44375,1.4,0.14583333333333334,0.11666666666666667,240,240,train
13000022,5,241,71,271,97,1.0666666666666667,0.35,0.125,0.10833333333333334,240,240,train
13000022,6,342,84,371,112,1.4854166666666666,0.4083333333333333,0.12083333333333333,0.11666666666666667,240,240,train
13000022,6,185,28,216,52,0.8354166666666667,0.16666666666666666,0.12916666666666668,0.1,240,240,train
00041115,1,178,266,210,296,0.8083333333333333,1.1708333333333334,0.13333333333333333,0.125,240,240,train
00041115,2,52,272,79,303,0.27291666666666664,1.1979166666666667,0.1125,0.12916666666666668,240,240,train
00041115,3,83,167,113,201,0.4083333333333333,0.7666666666666667,0.125,0.14166666666666666,240,240,train
00041115,3,289,149,319,178,1.2666666666666666,0.68125,0.125,0.12083333333333333,240,240,train
00041115,5,120,75,151,109,0.5645833333333333,0.38333333333333336,0.12916666666666668,0.14166666666666666,240,240,train
00041115,6,19,142,52,173,0.14791666666666667,0.65625,0.1375,0.12916666666666668,240,240,train
00041115,4,156,375,183,405,0.70625,1.625,0.1125,0.125,240,240,train
00041115,5,216,317,255,344,0.98125,1.3770833333333334,0.1625,0.1125,240,240,train
00041115,3,399,376,423,404,1.7125,1.625,0.1,0.11666666666666667,240,240,train
00041156,1,103,138,134,169,0.49375,0.6395833333333333,0.12916666666666668,0.12916666666666668,240,240,train
00041156,2,56,91,115,117,0.35625,0.43333333333333335,0.24583333333333332,0.10833333333333334,240,240,train
00041156,3,16,152,49,185,0.13541666666666666,0.7020833333333333,0.1375,0.1375,240,240,train
00041156,6,65,266,93,302,0.32916666666666666,1.1833333333333333,0.11666666666666667,0.15,240,240,train
00041156,5,268,380,304,413,1.1916666666666667,1.6520833333333333,0.15,0.1375,240,240,train
00041156,4,192,508,221,541,0.8604166666666667,2.185416666666667,0.12083333333333333,0.1375,240,240,train
00041156,4,331,259,369,289,1.4583333333333333,1.1416666666666666,0.15833333333333333,0.125,240,240,train
00041156,3,386,386,418,414,1.675,1.6666666666666667,0.13333333333333333,0.11666666666666667,240,240,train
00041156,3,438,266,472,291,1.8958333333333333,1.1604166666666667,0.14166666666666666,0.10416666666666667,240,240,train
77000081,3,176,399,212,432,0.8083333333333333,1.73125,0.15,0.1375,240,240,train
77000081,4,278,256,310,291,1.225,1.1395833333333334,0.13333333333333333,0.14583333333333334,240,240,train
77000081,5,113,315,140,352,0.5270833333333333,1.3895833333333334,0.1125,0.15416666666666667,240,240,train
77000081,6,199,125,233,155,0.9,0.5833333333333334,0.14166666666666666,0.125,240,240,train
77000081,1,235,211,272,244,1.05625,0.9479166666666666,0.15416666666666667,0.1375,240,240,train
77000081,2,223,123,284,149,1.05625,0.5666666666666667,0.25416666666666665,0.10833333333333334,240,240,train
00041120,1,358,473,390,505,1.5583333333333333,2.0375,0.13333333333333333,0.13333333333333333,240,240,train
00041120,2,226,42,285,67,1.0645833333333334,0.22708333333333333,0.24583333333333332,0.10416666666666667,240,240,train
00041120,4,195,187,231,221,0.8875,0.85,0.15,0.14166666666666666,240,240,train
00041120,6,333,174,376,201,1.4770833333333333,0.78125,0.17916666666666667,0.1125,240,240,train
00041120,5,186,339,216,371,0.8375,1.4791666666666667,0.125,0.13333333333333333,240,240,train
00041120,3,29,506,61,535,0.1875,2.16875,0.13333333333333333,0.12083333333333333,240,240,train
00041120,4,457,512,491,547,1.975,2.20625,0.14166666666666666,0.14583333333333334,240,240,train
00041120,6,13,581,39,617,0.10833333333333334,2.495833333333333,0.10833333333333334,0.15,240,240,train
77000093,1,158,120,234,154,0.8166666666666667,0.5708333333333333,0.31666666666666665,0.14166666666666666,240,240,train
77000093,3,296,91,328,115,1.3,0.42916666666666664,0.13333333333333333,0.1,240,240,train
77000093,6,187,195,231,227,0.8708333333333333,0.8791666666666667,0.18333333333333332,0.13333333333333333,240,240,train
77000093,5,198,46,238,76,0.9083333333333333,0.25416666666666665,0.16666666666666666,0.125,240,240,train
77000093,4,78,348,106,384,0.38333333333333336,1.525,0.11666666666666667,0.15,240,240,train
92000023,2,125,60,158,158,0.5895833333333333,0.45416666666666666,0.1375,0.4083333333333333,240,240,train
92000023,4,249,283,287,321,1.1166666666666667,1.2583333333333333,0.15833333333333333,0.15833333333333333,240,240,train
92000023,3,423,226,454,259,1.8270833333333334,1.0104166666666667,0.12916666666666668,0.1375,240,240,train
92000023,3,414,61,454,102,1.8083333333333333,0.33958333333333335,0.16666666666666666,0.17083333333333334,240,240,train
92000023,5,243,497,298,544,1.1270833333333334,2.16875,0.22916666666666666,0.19583333333333333,240,240,train
92000023,6,191,273,223,302,0.8625,1.1979166666666667,0.13333333333333333,0.12083333333333333,240,240,train
44000066,1,187,45,217,102,0.8416666666666667,0.30625,0.125,0.2375,240,240,train
44000066,1,171,270,214,299,0.8020833333333334,1.1854166666666666,0.17916666666666667,0.12083333333333333,240,240,train
44000066,3,338,132,380,160,1.4958333333333333,0.6083333333333333,0.175,0.11666666666666667,240,240,train
44000066,4,274,247,325,279,1.2479166666666666,1.0958333333333334,0.2125,0.13333333333333333,240,240,train
44000066,5,538,281,581,316,2.33125,1.24375,0.17916666666666667,0.14583333333333334,240,240,train
44000066,6,513,354,574,382,2.2645833333333334,1.5333333333333334,0.25416666666666665,0.11666666666666667,240,240,train
44000066,3,418,199,459,232,1.8270833333333334,0.8979166666666667,0.17083333333333334,0.1375,240,240,train
50600002,1,216,408,264,436,1.0,1.7583333333333333,0.2,0.11666666666666667,240,240,train
50600002,2,170,257,206,283,0.7833333333333333,1.125,0.15,0.10833333333333334,240,240,train
50600002,4,213,185,248,218,0.9604166666666667,0.8395833333333333,0.14583333333333334,0.1375,240,240,train
50600002,6,291,200,332,230,1.2979166666666666,0.8958333333333334,0.17083333333333334,0.125,240,240,train
50600002,1,218,249,263,333,1.0020833333333334,1.2125,0.1875,0.35,240,240,train
50600002,5,402,234,430,275,1.7333333333333334,1.0604166666666666,0.11666666666666667,0.17083333333333334,240,240,train
92000088,1,145,438,269,475,0.8625,1.9020833333333333,0.5166666666666667,0.15416666666666667,240,240,train
92000088,2,76,333,167,369,0.50625,1.4625,0.37916666666666665,0.15,240,240,train
92000088,3,139,259,188,288,0.68125,1.1395833333333334,0.20416666666666666,0.12083333333333333,240,240,train
92000088,4,191,193,234,234,0.8854166666666666,0.8895833333333333,0.17916666666666667,0.17083333333333334,240,240,train
92000088,6,261,286,303,323,1.175,1.26875,0.175,0.15416666666666667,240,240,train
77000015,1,283,242,310,309,1.2354166666666666,1.1479166666666667,0.1125,0.2791666666666667,240,240,train
77000015,3,319,197,362,222,1.41875,0.8729166666666667,0.17916666666666667,0.10416666666666667,240,240,train
77000015,3,402,104,438,140,1.75,0.5083333333333333,0.15,0.15,240,240,train
77000015,4,424,378,463,410,1.8479166666666667,1.6416666666666666,0.1625,0.13333333333333333,240,240,train
77000015,6,411,267,450,309,1.79375,1.2,0.1625,0.175,240,240,train
77000015,5,121,406,164,467,0.59375,1.81875,0.17916666666666667,0.25416666666666665,240,240,train
20085011,4,500,225,525,262,2.1354166666666665,1.0145833333333334,0.10416666666666667,0.15416666666666667,240,240,train
20085011,1,320,583,357,622,1.4104166666666667,2.5104166666666665,0.15416666666666667,0.1625,240,240,train
20085011,1,322,327,353,349,1.40625,1.4083333333333334,0.12916666666666668,0.09166666666666666,240,240,train
20085011,2,374,390,452,416,1.7208333333333334,1.6791666666666667,0.325,0.10833333333333334,240,240,train
20085011,5,92,320,124,350,0.45,1.3958333333333333,0.13333333333333333,0.125,240,240,train
20085011,6,436,144,465,176,1.8770833333333334,0.6666666666666666,0.12083333333333333,0.13333333333333333,240,240,train
20085011,2,541,548,575,587,2.325,2.3645833333333335,0.14166666666666666,0.1625,240,240,train
00041066,1,295,107,353,142,1.35,0.51875,0.24166666666666667,0.14583333333333334,240,240,train
00041066,2,160,244,186,303,0.7208333333333333,1.1395833333333334,0.10833333333333334,0.24583333333333332,240,240,train
00041066,4,180,165,218,191,0.8291666666666667,0.7416666666666667,0.15833333333333333,0.10833333333333334,240,240,train
00041066,5,386,326,429,361,1.6979166666666667,1.43125,0.17916666666666667,0.14583333333333334,240,240,train
00041066,6,367,183,407,211,1.6125,0.8208333333333333,0.16666666666666666,0.11666666666666667,240,240,train
00041066,4,83,243,118,280,0.41875,1.0895833333333333,0.14583333333333334,0.15416666666666667,240,240,train
00041066,2,132,86,182,114,0.6541666666666667,0.4166666666666667,0.20833333333333334,0.11666666666666667,240,240,train
13000058,1,235,245,269,269,1.05,1.0708333333333333,0.14166666666666666,0.1,240,240,train
13000058,2,310,271,345,296,1.3645833333333333,1.18125,0.14583333333333334,0.10416666666666667,240,240,train
13000058,3,340,294,369,319,1.4770833333333333,1.2770833333333333,0.12083333333333333,0.10416666666666667,240,240,train
13000058,5,398,190,428,220,1.7208333333333334,0.8541666666666666,0.125,0.125,240,240,train
13000058,6,190,173,221,215,0.85625,0.8083333333333333,0.12916666666666668,0.175,240,240,train
13000058,4,121,429,149,456,0.5625,1.84375,0.11666666666666667,0.1125,240,240,train
13000058,1,193,506,226,531,0.8729166666666667,2.160416666666667,0.1375,0.10416666666666667,240,240,train
13000058,3,280,515,306,540,1.2208333333333334,2.1979166666666665,0.10833333333333334,0.10416666666666667,240,240,train
13000058,3,241,344,267,373,1.0583333333333333,1.49375,0.10833333333333334,0.12083333333333333,240,240,train
00041107,4,169,305,197,337,0.7625,1.3375,0.11666666666666667,0.13333333333333333,240,240,train
